pk_text,firstLine,textTitle,refrainFirstLine,languages,authors_1,authors_2,authors_3,authors_4,meter,textAuthNumber,textSources
1865,"Jesus the Christ of God","","",,"Horatius Bonar","",,,,jesus_the_christ_of_god,""
1866,"Jesus the Lamb of God who us from hell to raise","","",,"Horatius Bonar","",,,,jesus_the_lamb_of_god_who_us_from_hell_t,""
1867,"Jesus, thy love alone, alone thy love","","",,"Horatius Bonar","",,,,jesus_thy_love_alone_alone_thy_love,""
1868,"Jesus, while this rough [and] desert soil","My pilgrim way","",,"Horatius Bonar","",,,,jesus_while_this_rough_and_desert_soil,""
1869,"Jesus, whom angel hosts adore","","",,"Horatius Bonar","",,,,jesus_whom_angel_hosts_adore,""
1870,"Jubels'nge, nie getruebet","","Hehre Choere steigen pr'chtig",,"Horatius Bonar","",,,,jubelsnge_nie_getruebet,""
1871,"Know thou the Christ of God, his cross of love","","",,"Horatius Bonar","",,,,know_thou_the_christ_of_god_his_cross_of,""
1872,"Kom til mig og faa Hvile her","","",,"Horatius Bonar","",,,,kom_til_mig_og_faa_hvile_her,""
1873,"Let there be light, Jehovah said","","",,"Horatius Bonar","",,,,let_there_be_light_jehovah_said,""
1874,"Lie down, frail body, here","","",,"Horatius Bonar","",,,,lie_down_frail_body_here,""
1875,"Life is coming, death is going","Even so, Amen","",,"Horatius Bonar","",,,,life_is_coming_death_is_going,""
1876,"Life is coming, death is going Even so, Amen","Even so, Amen","",,"Horatius Bonar","",,,,life_is_coming_death_is_going_even_so_am,""
1877,"Lift up your heads, desponding pilgrims","","Through endless years earth's coming glory",,"Horatius Bonar","",,,,lift_up_your_heads_desponding_pilgrims,""
1878,"Light hath arisen, we walk in its brightness","","",,"Horatius Bonar","",,,,light_hath_arisen_we_walk_in_its_brightn,""
1879,"Light of life, so softly shining","","Shine on me, O shine",,"Horatius Bonar","",,,,light_of_life_so_softly_shining,""
1880,"Like the eagle, upward, onward","","",,"Horatius Bonar","",,,,like_the_eagle_upward_onward,""
1881,"Lo God our God has come to us","","",,"Horatius Bonar","",,,,lo_god_our_god_has_come_to_us,""
1882,"Lord, give me light to do Thy work","","",,"Horatius Bonar","",,,,lord_give_me_light_to_do_thy_work,""
1883,"Lord, I am thine, Send help to me","Thine, mine","",,"Horatius Bonar","",,,,lord_i_am_thine_send_help_to_me,""
1884,"Lord, I confess to thee","","",,"Horatius Bonar","",,,,lord_i_confess_to_thee,""
1885,"Lord Jesus, point thou out","","",,"Horatius Bonar","",,,,lord_jesus_point_thou_out,""
1886,"Lord, let thy Spirit penetrate","","",,"Horatius Bonar","",,,,lord_let_thy_spirit_penetrate,""
1887,"Lord, not dispairingly come I to thee","","",,"Horatius Bonar","",,,,lord_not_dispairingly_come_i_to_thee,""
1888,"Lord, thou art mine,Send help to me!","","Then shall I praise thee",,"Horatius Bonar","",,,,lord_thou_art_mine,""
1889,"M' dafn bach o w'd","","",,"Horatius Bonar","",,,,m_dafn_bach_o_wd,""
1890,"M' 'nghyfeillion adre'n myned, O fy ml'n, o un i un","","",,"Horatius Bonar","",,,,m_nghyfeillion_adren_myned_o_fy_mln_o_un,""
1891,"Make haste, O man, to do","","",,"Horatius Bonar","",,,,make_haste_o_man_to_do,""
1892,"Make sure of truth","","",,"Horatius Bonar","",,,,make_sure_of_truth,""
1893,"Make use of me, my God","","",,"Horatius Bonar","",,,,make_use_of_me_my_god,""
1894,"Men die in darkness at your side","","",,"Horatius Bonar","",,,,men_die_in_darkness_at_your_side,""
1895,"Mi glywais lais yr Iesu'n dweyd","","",,"Horatius Bonar","",,,,mi_glywais_lais_yr_iesun_dweyd,""
1896,"Mighty Comforter, to thee","","",,"Horatius Bonar","",,,,mighty_comforter_to_thee,""
1897,"Mighty King of righteousness","","",,"Horatius Bonar","",,,,mighty_king_of_righteousness,""
1898,"My God, fill thou my life with praise","","",,"Horatius Bonar","",,,,my_god_fill_thou_my_life_with_praise,""
1899,"My portion thou, my cup","","",,"Horatius Bonar","",,,,my_portion_thou_my_cup,""
1900,"My sky was once noon bright","","",,"Horatius Bonar","",,,,my_sky_was_once_noon_bright,""
1901,"'n finns det rum","","",,"Horatius Bonar","",,,,an_finns_det_rum,""
1902,"Nay, give me back my blossoms","","",,"Horatius Bonar","",,,,nay_give_me_back_my_blossoms,""
1903,"No blood, no altar now","","",,"Horatius Bonar","",,,,no_blood_no_altar_now,""
1904,"No, not despairingly come I to thee","No, Not Despairingly Come I to Thee","",English,"Horatius Bonar","",,,6.4.6.4.6.6.4,no_not_despairingly_come_i_to_thee,""
1905,"No, not the love without the blood","","",,"Horatius Bonar","",,,,no_not_the_love_without_the_blood,""
1906,"No seas again shall sever","","",,"Horatius Bonar","",,,,no_seas_again_shall_sever,""
1907,"No shadows yonder, all light and song","","",,"Horatius Bonar","",,,,no_shadows_yonder_all_light_and_song,""
1908,"Noch ist der hier Raum","","",,"Horatius Bonar","",,,,noch_ist_der_hier_raum,""
1909,"Not to angels hath been granted","","",,"Horatius Bonar","",,,,not_to_angels_hath_been_granted,""
1910,"Not to ourselves again","","Not to ourselves again",,"Horatius Bonar","",,,,not_to_ourselves_again,""
1911,"Not what I am, O Lord, but what thou art","","",,"Horatius Bonar","",,,,not_what_i_am_o_lord_but_what_thou_art,""
1912,"Not what I feel or do can give me peace with God","","",,"Horatius Bonar","",,,,not_what_i_feel_or_do_can_give_me_peace_,""
1913,"Not what my hands have done","Not What My Hands Have Done","",English,"Horatius Bonar","",,,6.6.8.6 D,not_what_these_hands_have_done_bonar,""
1914,"Now in parting, Father, bless us","","",,"Horatius Bonar","",,,,now_in_parting_father_bless_us,""
1915,"O Everlasting Light, Giver of dawn and day","","",English,"Horatius Bonar","",,,6.6.8.6,o_everlasting_light_giver_of_dawn_and_da,""
1916,"O everlasting Light, Shine graciously within","","",,"Horatius Bonar","",,,,o_everlasting_light_shine_graciously_wit,""
1917,"O everlasting Love","","",,"Horatius Bonar","",,,,o_everlasting_love,""
1918,"O everlasting Strength, Uphold me in the way","","",,"Horatius Bonar","",,,,o_everlasting_strength_uphold_me_in_the_,""
1919,"O light of light, shine in","","",,"Horatius Bonar","",,,,o_light_of_light_shine_in,""
1920,"O love of God, how strong and true","O Love of God, How Strong and True","",English,"Horatius Bonar","",,,8.8.8.8,o_love_of_god_how_strong_and_true,""
1921,"O Love that casts out fear","O Love that casts out fear","",English,"Horatius Bonar","",,,6.6.6.6,o_love_that_casts_out_fear,""
1922,"O mighty breath of God","","",,"Horatius Bonar","",,,,o_mighty_breath_of_god,""
1923,"O min sj'l, var nu glad","","Sjung om honom",,"Horatius Bonar","",,,,o_min_sjl_var_nu_glad,""
1924,"O streams of earthly love and joy","","",,"Horatius Bonar","",,,,o_streams_of_earthly_love_and_joy,""
1925,"O strong to save and bless","","",,"Horatius Bonar","",,,,o_strong_to_save_and_bless,""
1926,"O, these eyes, how dark and blind!","","",,"Horatius Bonar","",,,,o_these_eyes_how_dark_and_blind,""
1927,"O this soul, how dark and blind","","",,"Horatius Bonar","",,,,o_this_soul_how_dark_and_blind,""
1928,"O true One, give me truth","","",,"Horatius Bonar","",,,,o_true_one_give_me_truth,""
1929,"O world, with all thy smiles and loves","","",,"Horatius Bonar","",,,,o_world_with_all_thy_smiles_and_loves,""
1930,"Oi la voz del Salvador","","",,"Horatius Bonar","",,,,oi_la_voz_del_salvador,""
1931,"On Thee, O Jesus, strongly leaning","","",,"Horatius Bonar","",,,,on_thee_o_jesus_strongly_leaning,""
1932,"Once more we press the hand and part","","",,"Horatius Bonar","",,,,once_more_we_press_the_hand_and_part,""
1933,"Oppressed with noonday's scorching heat","","",,"Horatius Bonar","",,,,oppressed_with_noondays_scorching_heat,""
1934,"Our life is hid with Christ","","",,"Horatius Bonar","",,,,our_life_is_hid_with_christ,""
1935,"Our sins were borne by Jesus","","",,"Horatius Bonar","",,,,our_sins_were_borne_by_jesus,""
1936,"Out of darkness into light Jesus calls","","Arise and shine, thy light is come",,"Horatius Bonar","",,,,out_of_darkness_into_light_jesus_calls,""
1937,"Pass away earthly joy","","Jesus is mine",,"Horatius Bonar","",,,,pass_away_earthly_joy,""
1938,"Pass, pass all earthly joy","","",,"Horatius Bonar","",,,,pass_pass_all_earthly_joy,""
1939,"Peace, earth's last battle has been won","","",,"Horatius Bonar","",,,,peace_earths_last_battle_has_been_won,""
1940,"Peace like the river's gentle flow","Divine peace","Peace, peace like a wave",,"Horatius Bonar","",,,,peace_like_the_rivers_gentle_flow,""
1941,"Peace to the world, the Lord is come","","",,"Horatius Bonar","",,,,peace_to_the_world_the_lord_is_come,""
1942,"Peace upon earth, like wave upon wave","","",,"Horatius Bonar","",,,,peace_upon_earth_like_wave_upon_wave,""
1943,"Peace upon peace, like wave upon wave","Divine peace","O King of peace, this peace bestow",,"Horatius Bonar","",,,,peace_upon_peace_like_wave_upon_wave,""
1944,"Praise, praise ye the name of Jehovah","","",,"Horatius Bonar","",,,,praise_praise_ye_the_name_of_jehovah,""
1945,"Praise ye the name of Jehovah, our God","","For his love floweth on",,"Horatius Bonar","",,,,praise_ye_the_name_of_jehovah_our_god,""
1946,"Praises to him who built the hills","","",,"Horatius Bonar","",,,,praises_to_him_who_built_the_hills,""
1947,"Pray, brethren, pray!","Pray, Brethren, Pray!","Eternity is drawing nigh!",,"Horatius Bonar","",,,4.5.4.5.8.8.8.8,pray_brethren_pray_the_sands_are_falling,"Timeless Truths (http://library.timelesstruths.org/music/Pray_Brethren_Pray); Weaver Music Company, <i>Zion's Praises</i>, 1987 (188); The Cyber Hymnal (http://www.hymntime.com/tch/bio/p/h/phillips_p.htm)"
1948,"'R wy'n ofni'm nerth yn ddim","","",,"Horatius Bonar","",,,,r_wyn_ofnim_nerth_yn_ddim,""
1949,"Rejoice and be glad, it is sunshine at last","","",,"Horatius Bonar","",,,,rejoice_and_be_glad_it_is_sunshine_at_la,""
1950,"Rest for the toiling hand","","",,"Horatius Bonar","",,,,rest_for_the_toiling_hand,""
1951,"Rest, weary Son of God, and I, with thee","","",,"Horatius Bonar","",,,,rest_weary_son_of_god_and_i_with_thee,""
1952,"Returning, not departing","","",,"Horatius Bonar","",,,,returning_not_departing,""
1953,"Safe across the waters","","",,"Horatius Bonar","",,,,safe_across_the_waters,""
1954,"Saligt det 'r att vara","","",,"Horatius Bonar","",,,,saligt_det_r_att_vara,""
1955,"Schwind', schwind' all' ird'scher Tand","","",,"Horatius Bonar","",,,,schwind_schwind_all_irdscher_tand,""
1956,"Serve we our God in faith","","",,"Horatius Bonar","",,,,serve_we_our_god_in_faith,""
1957,"Shall this life of mine be wasted","","",,"Horatius Bonar","",,,,shall_this_life_of_mine_be_wasted,""
1958,"She was the music of our home","","",,"Horatius Bonar","",,,,she_was_the_music_of_our_home,""
1959,"Silent, like men in solemn haste","","",,"Horatius Bonar","",,,,silent_like_men_in_solemn_haste,""
1960,"Sing a new song to God","","",,"Horatius Bonar","",,,,sing_a_new_song_to_god-1,""
1961,"Sing them, my [dear] children, sing them still","Sing us one of the songs of Zion","",,"Horatius Bonar","",,,,sing_them_dear_children_sing_them_still,""
1962,"Sing thy first song to God","Begin with God","Begin the day with God",,"Horatius Bonar","",,,,sing_thy_first_song_to_god,""
1963,"Sometimes I catch sweet glimpses of his face","O, come and see","",,"Horatius Bonar","",,,,sometimes_i_catch_sweet_glimpses_of_his_,""
1964,"Songs of gladness, never sadness","","Sweetest music ever swelling",,"Horatius Bonar","",,,,songs_of_gladness_never_sadness,""
1965,"Soon shall the trump of God","","",,"Horatius Bonar","",,,,soon_shall_the_trump_of_god,""
1966,"Soon this corruptible","","",,"Horatius Bonar","",,,,soon_this_corruptible,""
1967,"Sound the trumpet from afar","","",,"Horatius Bonar","",,,,sound_the_trumpet_from_afar,""
1968,"Sounds the trumpet from afar","","",,"Horatius Bonar","",,,,sounds_the_trumpet_from_afar,""
1969,"Spirit of everlasting grace","","",,"Horatius Bonar","",,,,spirit_of_everlasting_grace,""
1970,"Star of the promised morning, rise","","",,"Horatius Bonar","",,,,star_of_the_promised_morning_rise,""
1971,"Still one in life and one in death","","",,"Horatius Bonar","",,,,still_one_in_life_and_one_in_death,""
1972,"Strait is the gate, my child","O, enter in","",,"Horatius Bonar","",,,,strait_is_the_gate_my_child,""
1973,"Sword of God, thy power we hail","","",,"Horatius Bonar","",,,,sword_of_god_thy_power_we_hail,""
1974,"Thanks be to him who built the hills","","",,"Horatius Bonar","",,,,thanks_be_to_him_who_built_the_hills,""
1975,"That city with the jeweled crest","","",,"Horatius Bonar","",,,,that_city_with_the_jeweled_crest,""
1976,"That clime is not like this dull clime of ours","","",,"Horatius Bonar","",,,,that_clime_is_not_like_this_dull_clime_o,""
1977,"That is the city of the saints","","",,"Horatius Bonar","",,,,that_is_the_city_of_the_saints,""
1978,"The babe, the bride, the quiet dead","","",,"Horatius Bonar","",,,,the_babe_the_bride_the_quiet_dead,""
1979,"The Bridegroom comes, Bride of the Lamb, awake","","",,"Horatius Bonar","",,,,the_bridegroom_comes_bride_of_the_lamb_a,""
1980,"The Bridegroom comes, O bride of the Lamb, awake","","Behold, the Bridegroom cometh",,"Horatius Bonar","",,,,the_bridegroom_comes_o_bride_of_the_lamb,""
1981,"The Christ, the Son of God, hath died","","",,"Horatius Bonar","",,,,the_christ_the_son_of_god_hath_died,""
1982,"The church has waited long","","",,"Horatius Bonar","",,,,the_church_has_waited_long,""
1983,"The day is done!","","",Greek; English,"Horatius Bonar","",,,,the_day_is_done,"Greek"
1984,"The loving moon is springing","","",,"Horatius Bonar","",,,,the_loving_moon_is_springing,""
1985,"The Master is come and calleth","","Arise, and follow me quickly",,"Horatius Bonar","",,,,the_master_is_come_and_calleth_he_speake,""
1986,"The morning, the bright and the beautiful morning","","",,"Horatius Bonar","",,,,the_morning_the_bright_and_the_beautiful,""
1987,"The Shepherd sought his sheep","","",,"Horatius Bonar","",,,,the_shepherd_sought_his_sheep,""
1988,"The Son of God in mighty love came down","","",,"Horatius Bonar","",,,,the_son_of_god_in_mighty_love_came_down,""
1989,"The Son of God in mighty love was born in Bethlehem","","",,"Horatius Bonar","",,,,the_son_of_god_in_mighty_love_was_born_i,""
1990,"The tomb is empty wouldst thou have it full","","",,"Horatius Bonar","",,,,the_tomb_is_empty_wouldst_thou_have_it_f,""
1991,"There is a city of the saints","","",,"Horatius Bonar","",,,,there_is_a_city_of_the_saints,""
1992,"There is a morning Star, my soul","","",,"Horatius Bonar","",,,,there_is_a_morning_star_my_soul,""
1993,"There was gladness in Zion, her standard was flying","","",,"Horatius Bonar","",,,,there_was_gladness_in_zion_her_standard_,""
1994,"There's shadow on earth's fairest light","","",,"Horatius Bonar","",,,,theres_shadow_on_earths_fairest_light,""
1995,"These are the crowns that we shall wear","","",,"Horatius Bonar","",,,,these_are_the_crowns_that_we_shall_wear,""
1996,"They hear his voice, it is their Shepherd's","The Shepherd's voice","Tender Shepherd, loving Shepherd",,"Horatius Bonar","",,,,they_hear_his_voice_it_is_their_shepherd,""
1997,"Thine, thine, Lord I am thine","Thine Lord, mine Lord","",,"Horatius Bonar","",,,,thine_thine_lord_i_am_thine,""
1998,"This is not our place of resting","","",,"Horatius Bonar","",,,,this_is_not_our_place_of_resting,""
1999,"This is the day of toil","Pressing on","Hallelujah, there remains a rest",,"Horatius Bonar","",,,,this_is_the_day_of_toil,""
2000,"Thou hast provided midnight's hour of peace","","",,"Horatius Bonar","",,,,thou_hast_provided_midnights_hour_of_pea,""
2001,"Thou must be true thyself","","",,"Horatius Bonar","",,,,thou_must_be_true_thyself,""
2002,"Thou must deny thyself","","",,"Horatius Bonar","",,,,thou_must_deny_thyself,""
2003,"Through good report and evil, Lord","","",English,"Horatius Bonar","",,,8.8.8.4,through_good_report_and_evil_lord,""
2004,"Thus in the quiet joy of kindly trust","","",,"Horatius Bonar","",,,,thus_in_the_quiet_joy_of_kindly_trust,""
2005,"Thy love to me, O God","","",,"Horatius Bonar","",,,,thy_love_to_me_o_god,""
2006,"Thy tears, not mine, O Christ","","Jesus paid it all",,"Horatius Bonar","",,,,thy_tears_not_mine_o_christ,""
2007,"Thy thoughts are here, my God","","",,"Horatius Bonar","",,,,thy_thoughts_are_here_my_god,""
2008,"Thy way, not mine, O Lord","Thy Way, Not Mine, O Lord","",English,"Horatius Bonar","",,,6.6.6.6 D,thy_way_not_mine_o_lord,""
2009,"Thy works, not mine, O Christ","Thy Works, Not Mine, O Christ","To whom, save thee,",English,"Horatius Bonar","",,,6.6.6.6.8.8,thy_works_not_mine_o_christ,""
