hymnalID,"hymnalTitle","editors","publisher",publicationState 1,"publicationState 2",publicationDate,"denominations",tags
HH1915,"The Highway Hymnal","Charlie D. Tillman; Charlie Tillman Song Book Co.; Pentecostal Pub. Co.","Charlie Tillman Song Book Co. / Pentecostal Pub. Co.",Atlanta," Ga. ; Louisville, Ky.",1915,"",
JMH1915,"The Junior Methodist Hymnal","E. A. Robinson; Methodist Book Concern","Methodist Book Concern",New York,"N.Y.",1915,"Methodist hymnals (general)",
KoK1915,"The King of Kings: a choice collection of gospel songs, standard hymns, choruses, children's songs, solos, duets, and quartets together with responsive readings for use in evangelistic meetings...","Hackleman","Hackleman Music Co.",Indianapolis,"Ind.",1915,"Disciples of Christ. Christian Churches. Campbelli",Has Music
KV1915,"The King Victorious","J. O. Long; D. W. Crist","D. W. Crist",Alliance,"Oh.",1915,"",
LoN1915,"The Lord of the Nations","J. Rowe; I. B. Wilson; Lorenz Pub. Co.","Lorenz Pub. Co.",New York,"N.Y.",1915,"",
MK1915,"The Manger King","G. W. Clarke","G. W. Clarke",Chicago,"Ill.",1915,"",
NHSC1915,"The new harmonia sacra: a compilation of genuine church music comprising a great variety of metres, harmonized for four voices","Joseph Funk","Mennonite Publishing House",Scottdale,"Pa.",1915,"",No Hymns
PH1915,"The Parish Hymnal","Joseph Otten; B. Herder","B. Herder",St. Louis,"Mo.",1915,"Roman Catholic Church",Has Music
PBP1915,"The Presbyterian Book of Praise: approved and commended by the General Assembly of the Presbyterian Church in Canada; With tunes; Part I. Selections from the Psalter. Part II. The Hymnal, rev, and en.","Presbyterian Church in Canada; General Assembly","Printed at the University Press",Oxford,"",1915,"Presbyterian Church in Canada",Has Music
PH1915a,"The Primary Hymnal","Harold Lewars; Lutheran Publication Society","Lutheran Publication Society",Philadelphia,"Penn.",1915,"General Synod of the Evangelical Lutheran Church in the United States",
PoB1915,"The Prince of Bethlehem","Hope Pub. Co.","Hope Pub. Co.",Chicago,"Ill.",1915,"",
PoP1915,"The Prince of Peace","Board of Foreign Missions","Board of Foreign Missions",Philadelphia,"Penn.",1915,"Evangelical and Reformed Church",
RP1915,"The Redeemer's Praise","Hope Pub. Co.","Hope Pub. Co.",Chicago,"Ill.",1915,"",
RQ1915,"The Royal Quest","L. DeArmond; Lorenz & Co.","Lorenz & Co.",Dayton,"Oh.",1915,"",
SH1915,"The Song Harvest","Emmett S. Dean; Trio Music Co.","Trio Music Co.",Waco,"Tex.",1915,"",
SoCS1915,"The Spirit of Christian Service","A. T. Brooks","",New York,"N.Y.",1915,"",
WPQ1915,"The Westminster Primary Quarterly","J. T. Faris; Presbyterian Board of Publication and Sabbath School Work","Presbyterian Board of Publication and Sabbath School Work",Philadelphia,"Penn.",1915,"Presbyterian Church in the USA. Northern Presbyter",
WF1915,"The Word Fulfilled","F. A. Clark; Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1915,"",
ToC1915,"Tidings of the Cross","Woodie W. Smith; W. W. Smith Co.","W. W. Smith Co.",Ft. Worth,"Tex.",1915,"",
TCRD1915,"Tulmerco Collection of Recitations, Dialogues and Drills for Children's Day","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1915,"",
WCPM1915,"White Carnations, a Program for Mothers' Day","Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1915,"",
WWRS1915,"World Wide Revival Songs for the Church, Sunday School and Evangelistic Meetings","C. P. Curry; H. A. Rodeheaver; C. H. Gabriel; Revival Pub. Co.","Revival Pub. Co.",Chicago,"Ill.",1915,"",
AS1916,"Advent Songs","Simon N. Patten; B. W. Huebsch","B. W. Huebsch",New York,"N.Y.",1916,"",Has Music
AH2C1916,"Alexander's Hymns No. 2 (Canadian Edition): Songs of Evangelism","C. M. Alexander; Westminster Co.","Westminster Co.",Toronto,"Ont.",1916,"",
AHUS1916,"Alleluia: a hymnal for use in schools, in the home, in young people's societies in devotional meetings","Westminster Press","The Westminster Press",Philadelphia,"",1916,"Presbyterian Church in the USA. Northern Presbyter",Has Music
BSMM1916,"Baptist Student Missionary Movement Hymnal","","",Ft. Worth,"Tex.",1916,"Southern Baptist Convention, 1845-",
CUH1916,"Church and University Hymns","Edward John Smith; Boston Music Co.","Boston Music Co.",Boston,"Mass.",1916,"",
CCHS1916,"Concordia: a Collection of Hymns and Spiritual Songs","A. Bersagel; V. E. Boe; S. O. Sigmond; Augsburg","Augsburg",Minneapolis,"Minn.",1916,"Lutheran hymnals (general)",
CHSS1916,"Convention Hymns Selected from Sunday School Melodies","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1916,"",
CSP11916,"Crescent Service Program No. 13","United Presbyterian Board of Publication","United Presbyterian Board of Publication",Pittsburgh,"Penn.",1916,"Presbyterian hymnals (general)",
D1916,"Diamonds","J. W. Dennis; T. N. Beall; R. H. Cornelius","R. H. Cornelius",Ft. Worth,"Tex.",1916,"",
FS131916,"Festival Songs No.13","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1916,"",
G1916,"Gloria: a hymnal for use in Sunday schools, young people's societies, and devotional meetings","Benjamin Shepard; A. S. Barnes & Co.","A. S. Barnes & Co.",New York,"",1916,"",Has Music
GS1916,"Glory Songs","John T. Benson; John T. Benson; Pentecostal Mission Pub. Co.","Pentecostal Mission Pub. Co.",Nashville,"Tenn.",1916,"",
GS1916a,"Gospel Songs","O. Badgley; Rev. O. Badgley","Rev. O. Badgley",Cleveland,"Oh.",1916,"",
HGA1916,"Happy Greetings to All","David Elijah Dortch; Dortch Pub. Co.","Dortch Pub. Co.",Charlotte,"N.C.",1916,"",
HP1916,"His Praise","Charlie D. Tillman; Charlie Tillman Song Book Co.","Charlie Tillman Song Book Co.",Atlanta,"",1916,"",Has Music
HBLC1916,"Hymns of Blessing for the Living Church: the best of the old and the latest of the new, suited to the church and home, the Sunday school, the brotherhoods, the young peoples' neetingss...","Bentley D. Ackley; Hall Mack Co.","Hall-Mack Co.",Philadelphia,"",1916,"",Has Music
HUCD1916,"Hymns of the United Church, the Disciples hymnal","C. C. Morrison; H. L. Willett; Christian Century Press","Christian Century Press",Chicago,"Ill.",1916,"Disciples of Christ. Christian Churches. Campbelli",
IHN1916,"In His Name","W. N. Cook; Teachers' Music Pub. Co.","Teachers' Music Pub. Co.",Hudson,"N.C.",1916,"",
JP1916,"Junior Praises","W. Stone; Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1916,"",
KS1916,"Kingdom Songs","General Mission Board; Brethren Publishing House","Brethren Publishing House",Elgin,"Ill.",1916,"Church of the Brethren, Dunkers",
LS1916,"Life Songs: a collection of sacred songs for Sunday schools, young people's meetings and evangelistic services","John D. Brunk; S. F. Coffman; Mennonite Publishing House","Mennonite Publishing House",Scottdale,"Penn.",1916,"Mennonite hymnals (general)",Has Music
MCKC1916,"Make Christ King: combined: a selection of high class gospel hymns for use in general worship and special evangelistic meetings","E. O. Excell; The Glad Tidings Co.","The Glad Tidings Co.",Chicago,"Ill.",1916,"",Has Music
M4CV1916,"Melodies for Children's Voices","I. F. Leyda; Leyda Publishing Co.","Leyda Publishing Co.",Chicago,"Ill.",1916,"",
MH1916,"Montreat Hymns: psalms and gospel songs with responsive scripture readings","Charles M. Alexander; Fleming H. Revell Co.","Mountain Retreat Association",Montreat,"NC",1916,"",Has Music
NSF1916,"New Song Folio, No.l","C. H. Lowden; Heidelberg Press","Heidelberg Press",Philadelphia,"Penn.",1916,"",
NSoP1916,"New Songs of Pentecost","Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1916,"",
NH21916,"Northfield Hymnal No. 2","W. R. Moody; Fleming H. Revell Co.","Fleming H. Revell Company",New York,"",1916,"",Has Music
PCSS1916,"Praiseworthy for the Church and Sunday School","E. O. Excell; E. O. Excell Co.","E. O. Excell Co.",Chicago,"Ill.",1916,"",
RS1916,"Rainbow Songs","C. H. Gabriel; Rodeheaver Co.","Rodeheaver Co.",Chicago,"Ill.",1916,"",
SG1916,"Select Gospel songs","Robert H. Coleman","Robert H. Coleman",Dallas,"Tex.",1916,"",
SoSS1916,"Songs of Salvation and Service.","M. Homer Cummings","M. Homer Cummings",Wheeling,"W.V.",1916,"",
SoA11916,"Songs of the Assembly: number one","John F. Carson; J. Wilbur Chapman; Ford C. Ottman; Charles M. Alexander; Fleming H. Revell Co.","Fleming H. Revell Co.",New York,"",1916,"",Has Music
SNCC1916,"Songs of the New Crusade: a collection of stirring twentieth century temperance songs","Rev. Elisha A. Hoffman; Hope Pub. Co.","Hope Pub. Co.",Chicago,"",1916,"",Has Music; Temperance
SSV11916,"Supplemental Songs, Volume One","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1916,"",
SSV21916,"Supplemental Songs, Volume Two","Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1916,"",
SP1916,"Sweetest Praises","Will M. Ramsey; Central Music Co.","Central Music Co.",Litle Rock,"Ark.",1916,"",
TEC1916,"Ten Easter Carols","R. H. Archer; Boston Music Co.","Boston Music Co.",Boston,"Mass.",1916,"",
CoH1916,"The Child of Heaven","Heidelberg Press","Heidelberg Press",Philadelphia,"Penn.",1916,"",
CDT21916,"The Children's Day Treasury No.26","K. K. Lorenz; Lorenz & Co.","Lorenz & Co.",Dayton,"Oh.",1916,"",
ET211916,"The Easter Treasury No.21","K. K. Lorenz; Lorenz & Co.","Lorenz & Co.",Dayton,"Oh.",1916,"",
ESC1916,"The Eureka Song Climax","R. L. Powell; Eureka Pub. Co.","Eureka Pub. Co.",Stigler,"Okla.",1916,"",
GS21916,"The Golden Sheaf No. 2: a collection of gospel hymns, new and old, responsive readings, hymns for the Sunday school, young people's societies, male voices, choruses, and general worship","Advent Christian Publication Society","Advent Christian Publication Society",Boston,"",1916,"Advent Christian Church",Has Music
HCRP1916,"The Harmonic Chimes for Revivals, Praise Meetings, Church Worship ...","R. H. Brooks; E. O. Excell; Harmonic Pub. Co.","Harmonic Pub. Co.",Morristown,"Tenn.",1916,"",
EH1916,"The Hymnal: as authorized and approved by the General Convention of the Protestant Episcopal Church in the United States of America in the year of our Lord 1916","Peter Irvine","Church Pension Fund",New York,"",1916,"(Protestant) Episcopal Church",Has Music
KHB1916,"The King in His Beauty","E. C. Avis","E. C. Avis",Chicago,"Ill.",1916,"",
LHJN1916,"The Lutheran Hymnary Junior ... of the Norwegian Evangelical Lutheran Synod, the Evangelical Lutheran Synod and the United Norwegian Lutheran Church of America","D. G. Ristad; Augsburg","Augsburg",Minneapolis,"Minn.",1916,"Synod for the Norwegian Evangelical Lutheran Church in America",
NCH1916,"The New Canadian Hymnal: a collection of hymns and music for Sunday schools, young people's societies, prayer & praise meetings, family circles","Bishop Ken","William Briggs",Toronto,"Ont.",1916,"Methodist churches of Canada",Has Music
RCLW1916,"The Re-Charged Live Wire","J. B. Herbert; Rodeheaver Co.","Rodeheaver Co.",Chicago,"Ill.",1916,"",
TE1916,"The Temperance Evangel","W. D. Armstrong; H. M. Spaulding","H. M. Spaulding",Alston,"IL",1916,"",Temperance
ToG1916,"Tidings of Glory","Emmett S. Dean; Trio Music Co.","Trio Music Co.",Waco,"Tex.",1916,"",
TFNC1916,"Twenty-Fifth National Convention of the Young People's Christian Union of the United Presbyterian Church of North America","United Presbyterian Church of North America","United Presbyterian Church of North America",Philadelphia,"Penn.",1916,"Presbyterian Church in the USA. Northern Presbyter",
WGKW1916,"Wolga Gesangbuch . . . der deutschen evangelischen Kolonien an den Wolga ...","Wolga Book Co.","Wolga Book Co.",Chicago,"Ill.",1916,"",
WS1916,"Worship and Service","H. R. Christie; A. C. Buschle; Standard Pub. Co.","Standard Pub. Co.",Cincinnati,"Oh.",1916,"",Has Music
WSEB1916,"Worship and Song Edition B","B. S. Winchester; G. W. Conant; Pilgrim Press","Pilgrim Press",Boston,"Mass.",1916,"",
AGSS1917,"Alexander's Gospel Songs and Solos","C. M. Alexander; Sterling Music Co.","Sterling Music Co.",Philadelphia,"Penn.",1917,"",
AMC1917,"Alexander's Male Choir","C. M. Alexander; Sterling Music Co.","Sterling Music Co.",Philadelphia,"Penn.",1917,"",
AWS1917,"All Winning Songs","Will M. Ramsey; Central Music Co.","Central Music Co.",Little Rock,"Ark.",1917,"",
AS1917,"Awakening Songs: fifty selections of unequaled effectiveness in street, factory, and shop work (Utility Ed.)","Rodeheaver Co.","Rodeheaver Co.",Chicago; Philadelphia,"",1917,"",
ASCS1917,"Awakening Songs for the Church, Sunday School and Evangelistic Services","Homer A. Rodeheaver; Rodeheaver Co.; Chas. H. Gabriel","Rodeheaver Co.",Chicago,"",1917,"",Has Music
CoT1917,"Carols of Truth","Thoro Harris; Pentecostal Herald","Pentecostal Herald",Chicago,"Ill.",1917,"",
CDT1917,"Children's Day Treasury","K. K. Lorenz; Lorenz & Co.","Lorenz & Co.",Dayton,"Oh.",1917,"",
CSPC1917,"Christmas Songs for Primary Children","C. H. Lowden; Heidelberg Press","Heidelberg Press",Philadelphia,"Penn.",1917,"",
CHCY,"Church Hymnal for the Christian Year","","",,"",1917,"Church of England",
CoS1917,"Collection of Songs","Cook County Sunday School Association","Cook County Sunday School Association",Cook County,"Ill.",1917,"",
LHTC1918,"Common Service Book of the Lutheran Church","The Lutheran Publication Socieity; The General Council Publication Board; The Lutheran Borad of Publication","The Lutheran Publication Society / The General Council Publication Board / The Lutheran Board of Publication",Philadelphia / Columbia,"S.C.",1917,"General Council of the Evangelical Lutheran Church in North America; General Synod of the Evangelical Lutheran Church in the United States; United Syond of the Evangelical Lutheran Church in the South",Has Music
CSLC1917,"Common Service of the Lutheran Church, Authorized by the General Synod, the General Council, the United Synod in the South.","Lutheran Publication Society; The Lutheran Board of Publication","Lutheran Publication Society",Philadelphia,"",1917,"Lutheran hymnals (general)",Has Music
CH1907,"Conference Hymnal","Charles C. M. Alexander; Sterling Music Co.","Sterling Music Co.",Philadelphia,"Penn.",1917,"",
CH1917a,"Conference Hymnal","C. M. Alexander; Sterling Music Co.","Sterling Music Co.",Philadelphia,"Penn.",1917,"",
CH1917b,"Convention Hymnal","Laymen's Missionary Movement","Laymen's Missionary Movement",Chicago,"Ill.",1917,"Seventh-Day Adventist Church",
CSP11917,"Crescent Service Program No. 15","United Presbyterian Board of Publication","United Presbyterian Board of Publication",Pittsburgh,"Penn.",1917,"Presbyterian hymnals (general)",
DH31917,"Dale Hymns No. 3","Dale Church","Dale Church",Toronto,"Ont.",1917,"Canadian hymnals (general)",
DC1917,"Down at the Cross","Dortch Pub. Co.","Dortch Pub. Co.",Charlotte,"N.C.",1917,"",
EC61917,"Easter Classics No.6","Hall Mack Co.","Hall Mack Co.",Philadelphia,"Penn.",1917,"",
EPCS1917,"Eternal Praise for the Church and Sunday School","Marion Lawrance; E. O. Excell; Hope Publishing Company","Hope Publishing Company",Chicago,"",1917,"",Has Music
FGH1917,"Favorite Gospel Hymns","Harold C. Clase; Tullar Meredith Co.","Tullar Meredith Co.",New York,"N.Y.",1917,"",
HV1917,"Heart and Voice","C. W. Wendte; George H. Ellis","George H. Ellis",Boston,"Mass.",1917,"",
HoP1917,"Herald of Praise","W. E. Biederwolf; E. O. Excell; Glad Tidings Pub. Co.","Glad Tidings Pub. Co.",Chicago,"Ill.",1917,"",
H4SS1917,"Hosannas (for Sunday Schools, conventions, etc.)","S. W. Beazley; Samuel W. Beazley","Samuel W. Beazley",Chicago,"Ill.",1917,"",
HoF1917,"Hymn of the Faith","E. O. Excell; A. C. Smither; Christian Board of Publication","Christian Board of Publication",St. Louis,"Mo.",1917,"Disciples of Christ. Christian Churches. Campbelli",
HPUA1917,"Hymns and Prayers for the Use of the Army and Navy","Houghton Mifflin Co.","Houghton Mifflin Co.",Boston,"Mass.",1917,"",
HTAH1917,"Hymns with Tunes to accompany Hymns and Prayers for the use of the Army and Navy","","",Boston,"",1917,"",Has Music
J1917,"Jubilate : A Modern Sunday-School Hymnal","Hall Mack Company; J. Lincoln Hall; C. Austin Miles; Adam Geibel","Hall Mack Company",Philadelphia,"Pa.",1917,"",Has Music
KELG1917,"Kirchengesangbuch fuer Evangelisch-Lutherische Gemeinden ungeanderter Augsburgischer Konfession","Concordia Publishing House","Concordia Publishing House",St. Louis,"Mo.",1917,"Lutheran Church--Missouri Synod",
LSH1917,"Life and Service Hymns","R. E. Magill; Presbyterian Committee of Publication","Presbyterian Committee of Publication",Richmond,"Va.",1917,"Presbyterian Church in the US, 1861- . Southern Pr",Has Music
MHTB1917,"Methodist Hymn and Tune Book: official hymn book of the Methodist Church","Methodist Book and Publishing House","The Methodist Book and Publishing House",Toronto,"Ont.",1917,"Methodist Church (Canada)",Has Music
NC1917,"Near the Cross","G. W. Bacon","Teacher's Music Publishing",Hudson,"N.C.",1917,"",
NJHR1917,"New Jewish Hymnal for Religious Schools and Junior Congregations. 8th ed.","Henry Gideon; Louis Weinstein; Bloch Pub. Co.","Bloch Pub. Co.",New York,"N.Y.",1917,"Jewish hymnals",
PD1917,"Praise Divine","J. D. Vaughan; James D. Vaughan","James D. Vaughan",Lawrenceburg,"Tenn.",1917,"",
PRCH1917,""Pro" and "Re", a Collection of Hymns Set to Original Music","Harry F. Asbury; Velotte","Velotte",Brooklyn,"N.Y.",1917,"(Protestant) Episcopal Church",
RPEC1917,"Revival Praise. Erickson Campaign Special","Thoro Harris","Thoro Harris",Chicago,"Ill.",1917,"",
RSSS1917,"Rodeheaver's Sunday School Songs","C. H. Gabriel; Rodeheaver Co.","Rodeheaver Co.",Chicago,"Ill.",1917,"",
SHSE1917,"Songs of Help: for the Sunday school, evangelistic and church services","James M. Black; Abingdon Press","Abingdon Press",New York,"",1917,"Methodist hymnals (general)",Has Music
SoPP1917,"Songs of Peace and Power","P. P. Bilhorn; Bilhorn Bros.","Bilhorn Bros.",Chicago,"Ill.",1917,"",
SoS1917,"Songs of the Soul","Alexander Irvine Innes; C. W. Thompson & Co.","C. W. Thompson & Co.",Boston,"Mass.",1917,"",
SSS1917,"Soul Stirring Songs","John T. Benson; John T. Benson; Pentecostal Mission Pub. Co.","Pentecostal Mission Pub. Co.",Nashville,"Tenn.",1917,"",
TS1917,"Tested Songs","R. H. Cornelius; R. H. Cornelius","R. H. Cornelius",Ft. Worth,"Tex.",1917,"",
BSSC1917,"The Bookman Song Sheaf, a Collection of Colporteur ... Songs","J. H. McEachern","",College View,"Neb.",1917,"Seventh-Day Adventist Church",
GS1917,"The Guiding Star","Emmett S. Dean; Trio Music Co.","Trio Music Co.",Waco,"Tex.",1917,"",
SSB1917,"The Service Song Book","C. A. Barbour; Association Press","Association Press",New York,"N.Y.",1917,"",
ToS1917,"Treasury of Song","R. H. Coleman; Robert H. Coleman","Robert H. Coleman",Dallas,"Tex.",1917,"",
WHYP1917,"Williston Hymns: for Young People's Societies, Sunday Schools and Church Prayer Meetings","Homer A. Rodeheaver; A. J. Shartle; Charles H. Gabriel; United Society of Christian Endeavor","United Society of Christian Endeavor",Boston,"",1917,"Christian Endeavor Society",Has Music
BCVS1918,"Booth-Clibborn Victory Songs","Victoria Demarest; Vera A. Wardner; Victory Book Concern","Victory Book Concern",Chicago,"Ill.",1918,"",
