hymnalID,hymnalTitle,editors,publisher,publicationPlace,publicationDate,denominations,tags
SHGU1896,"The Standard Hymnal for General Use","C. C. Converse; Funk & Wagnalls Co.","Funk & Wagnalls Co.","New York",1896,,"Has Music"
SSSH1888,"The Standard Sunday School Hymnal","C. C. Cline; Standard Publishing Company","Standard Publishing Company",Cincinnati,1888,,"Has Music"
SoG1914,"The Star of Glory","Tullar Meredith Co.","Tullar Meredith Co.","New York, N.Y.",1914,,
SoH1906,"The Star of Hope","J. H. Showalter; Star Pub. Co.","Star Pub. Co.","Huntsville, Ala.",1906,,
SoE1861,"The Star of the East","Asa Hull; Russell & Patee","Russell & Patee","Boston, Mass.",1861,,
SCSS1869,"The Starry Crown of Sunday School Melodies","W. O. Perkins; William A. Pond & Co.","William A. Pond & Co.","New York, N.Y.",1869,,
SoE1913,"The Story of Easter","Adam Geibel Music Co.","Adam Geibel Music Co.","New York, N.Y.",1913,,
SH1937,"The Student Hymnary","E. D. Eaton; A. S. Barnes & Co.","A. S. Barnes & Co.","New York, N.Y.",1937,,
SH1912,"The Students' Hymnal","Charles H. Levermore; Ginn & Company","Ginn & Company","Boston / New York / Chicago / London",1912,,"Has Music"
SH1889a,"The Students' Hymnal; hymns of praise, with selections from scripture for reading and chanting","Thomas J. Morgan; Silver Burdett","Silver Burdett & CO.",Boston,1889,,"Has Music"
SSB1865a,"The Sunday School Banner","T. E. Perkins; William B. Bradbury","William B. Bradbury","New York, N.Y.",1865,,
SSCT1866,"The Sunday School Chant and Tune Book: a collection of canticles, hymns and carols for the Sunday schools of the Episcopal Church","E. P. Dutton & Co.","E. P. Dutton & Co.",Boston,1866,"Episcopal Church","Has Music"
SSCH1900,"The Sunday School Child's Hymn Book. Rev.","American Sunday School Union","American Sunday School Union",,1900,,
SSCS1844,"The Sunday School Choir and Superintendent's Assistant: Consisting of Services, Prayers, and Lessons for the Opening of Sunday School","Thomas Whittemore",,"Boston, Mass.",1844,,
SSC1895,"The Sunday School Chorister","Young Churchman Co.","Young Churchman Co.","Milwaukee, Wisc.",1895,"(Protestant) Episcopal Church",
SSCS1918,"The Sunday School Chorister: a Service and Tune Book for the Children of the Church","Morehouse Pub. Co.","Morehouse Pub. Co.","Milwaukee, Wisc.",1918,"(Protestant) Episcopal Church",
SSCS1891,"The Sunday School Choristers: a Service and Tune Book","Young Churchman Co.","Young Churchman Co.","Milwaukee, Wisc.",1891,"(Protestant) Episcopal Church",
SSHE1871,"The Sunday School Hymnal ","Rev. Charles L. Hutchins; Congregational Publishing House","Breed, Lent & Co.",Buffalo,1871,"Episcopal Church","Has Music"
SSH1876,"The Sunday school hymnal","Strassburger, N. S., [from old catalog] comp","Allentown, Pa.",,1876,,"No Hymns"
SSH1880,"The Sunday School Hymnal: a collection of hymns and music for use in Sunday school services and social meetings","Rev. Edwin P. Parker, D.D.; A. S. Barnes & Co.","A. S. Barnes & Co.","New York & Chicago",1880,"Protestant Episcopal Church in the United States of America","Has Music"
SSHC1883,"The Sunday School Hymnal: a Collection of Music for Sunday and Week-day Schools","Lutheran Book Concern","Lutheran Book Concern","Columbus, Oh.",1883,"Lutheran hymnals (general)",
SSHS1887,"The Sunday-School Hymnal and Service Book (Ed. A)","Charles L. Hutchins","Charles L. Hutchins","Medford, Mass.",1887,"Protestant Episcopal Church in the United States of America","Has Music"
SSH1900,"The Sunday School Hymnal: with offices of devotion","Heidelberg Press; Reformed Church in the United States","Heidelberg Press",Philadelphia,1900,"Evangelical and Reformed Church","Has Music"
SSL1860,"The Sunday School Liturgy","John Henry Hobart; General Protestant Episcopal Sunday School Union","General Protestant Episcopal Sunday School Union","New York, N.Y.",1860,"(Protestant) Episcopal Church",
SSL41860,"The Sunday School Liturgy. (4th ed.)","Walker, Wise & Co.","Walker, Wise & Co.",Boston,1860,"American Unitarian Association",
SSM1851,"The Sunday School Melodist","A. D. Merrill; Charles H. Peirce & Co.","Charles H. Peirce & Co.","Boston, Mass.",1851,,
SSMB1858,"The Sunday-School Music Book: enlarged","C. C. Mudge","C. C. Mudge",Brooklyn,1858,,"Has Music"
SSMQ1894,"The Sunday School Musical Quartaerly","H. W. Fairbank; Fairbank & Rolison","Fairbank & Rolison","Chicago, Ill.",1894,,
SSPH1871,"The Sunday School Prayer and Hymn Book","Eugene Cummiskey; Eugene Cummiskey","Eugene Cummiskey","Philadelphia, Penn.",1871,"Roman Catholic Church",
SSS11885,"The Sunday School Serial No.1","M. L. Bartlett; John Church","John Church","Cincinnati, Oh.",1885,,
SSST1863,"The Sunday School Service and Tune Book","John C. Hollister; Mason Brothers","Mason Brothers","New York; Chicago; Boston",1863,"(Protestant) Episcopal Church","Has Music"
SSSB1845,"The Sunday School Singing Book: being a collection of hymns with appropriate music, designed as a guide and assistant to the devotional exercises of Sabbath schools and families...(3rd ed.)","Edward L. White","William Crosby and H. P. Nichols",Boston,1845,,"Has Music"
SSD1903,"The Sunday School's Delight","F. Nielson; MacCalla & Co.","MacCalla & Co.","Philadelphia, Penn.",1903,,
SoS1890,"The Sunlight of Song","H. W. Fairbank; Lyon & Healy","Lyon & Healy","Chicago, Ill.",1890,,
SS1875,"The Sunny Side","C. W. Wendte; H. S. Perkins; William A. Pond & Co.","William A. Pond & Co.","New York, N.Y.",1875,,
SSS1935,"The Sunshine Sacred Specials","E. Boone; Boone Pub. Co.","Boone Pub. Co.","Grand Rapids, Mich.",1935,,
STCG1902,"The Supplement to ""The Century Gospel Songs""","Bilhorn Bros.","Bilhorn Bros.","Chicago, Ill.",1902,,
SSCH1863,"The Sweet Singer: a collection of hymns and tunes for Sunday-schools. Together with a variety suitable for day-schools, revival occasions, and the family circle","Carlton & Porter; S. J. Goodenough; Karl Reden","Carlton & Porter","New York",1863,,"Has Music"
SSIC1837,"The Sweet Singer of Israel: a collection of hymns and spiritual  songs, usually sung at camp, prayer, and social meetings, and revivals of religion (New ed. much enlarged)","Rev. Alfred Brunson; Rev. Charles Pitman; C. H. Kay & Co.","C. H. Kay & Co.",Philadelphia,1840,Methodist,
T1862,"The Tabernacle","B. F. Baker; W. O. Perkins; Ticknor & Fields","Ticknor & Fields","Boston, Mass.",1862,,
TC1874,"The Tabernacle Chorus","A. Taylor; Biglow & Main Co.","Biglow & Main Co.","New York, N.Y.",1874,"Presbyterian Church in the USA. Northern Presbyter",
TCT1877,"The Tabernacle Chorus (Trinity ed.)","Rev. Alfred Taylor; J. B. Simmons, D. D.; Biglow & Main","Biglow & Main","New York",1877,"Presbyterian Church in the USA",
TH1918,"The Tabernacle Hymns","D. B. Towner; Arthur W. McKee; Tabernacle Pub. Co.","Tabernacle Pub. Co.",Chicago,0,,"Has Music"
TC1889,"The Temperance Crusade","L. O. Emerson; Edwin Moore; Oliver Ditson & Co.","Oliver Ditson & Co.","Boston, Mass.",1889,,Temperance
TE1916,"The Temperance Evangel","W. D. Armstrong; H. M. Spaulding","H. M. Spaulding","Alston, IL",1916,,Temperance
TH1842,"The Temperance Harp","A. Bensel; Burnett & Allen","Burnett & Allen","New York, N.Y.",1842,,Temperance
TH11883,"The Temperance Hymnal No. 1","R. A. Glenn; McKee Bros.","McKee Bros.","Murphysboro, Ill.",1883,,Temperance
TSB1907,"The Temperance Song Banner","Emmet G. Coleman; Temperance Music Co.","Temperance Music Co.","Rocky Mount, Va.",1907,,Temperance
TSWC1907,"The Temperance Songbook ... for the W.C.T.U. Loyal Temperance Legion ...","Emmet G. Coleman",,,1907,,Temperance
TEEH1875,"The Temple Emanu-El Hymn Book, Part I","A. J. Davis; William Pond & Co.","William Pond & Co.","New York, N.Y.",1875,"Jewish hymnals",
TH1872,"The Temple Harp","J. C. Allebach; I. R. Hunsberger; S. C. Collins","S. C. Collins","Philadelphia, Penn.",1872,,
ToP1888,"The Temple of Praise","W. H. Pontius; E. A. Hoffman; Newhall & Evans Music Co.","Newhall & Evans Music Co.","Cincinnati, Oh.",1888,,
ToS1884,"The Temple of Song","A. J. Showalter; Root & Sons Music Co.; John J. Church & Co.","Root & Sons Music Co. / John J. Church & Co.","New York, N.Y. ; Chicago, Ill.",1884,,
T1857,"The Thanksgiving","Isaac Baker Woodbury; F. J. Huntington","F. J. Huntington","New York, N.Y.",1857,,
TW1874,"The Tidal Wave","Robert Lowry; W. Howard Doane; Bigelow & Main","Bigelow & Main","New York, N.Y.",1874,,
T1866,"The Timbrel: a collection of solos, duets and choruses, for Sunday schools","Rev. J. W. Dadmun; J. P. Magee","J. P. Magee",Boston,1866,,"Has Music"
TASS1896,"The Treasury of American Sacred Song with Notes Explanatory and Biographical","W. Garrett Horder; Oxford University Press","Oxford University Press","London; New York",1896,,
TLSS1878,"The Tree of Life: for Sunday Schools and Gospel Meetings","W. O. Perkins; A. Byron Condo; G. D. Russell & Co.","G. D. Russell & Co.",Boston,1878,,"Has Music"
ToP1873,"The Tribute of Praise: a collection of hymns and tunes for public and social worship, and for the use in the family circle and Sabbath school","Nelson & Phillips; Dr. Eben Tourjée","Nelson & Phillips","New York",1874,"Congregational Churches","Has Music"
ToP1871,"The Tribute of Praise: a collection of hymns and tunes for public and social worship, and for use in the family circle","Eben Tourjée; Congregational Publishing Society","Congregational Publishing Society",Boston,1871,"Congregational Churches","Has Music"
TPMP1882,"The Tribute of praise and Methodist Protestant Hymn Book.","Dr. Eben Tourjée","Board of Publication of the Methodist Protestant Church",Pittsburgh,1882,"Methodist Protestant Church","Has Music"
THOD1868,"The Trinity Hymnal, with Offices of Devotion","Pott and Amery, Cooper Union","Pott and Amery, Cooper Union","New York, N.Y.",1868,"(Protestant) Episcopal Church",
TPSM1893,"The True Principles of the Science of Music","J. B. Aikin; J. B. Aikin","J. B. Aikin","Philadelphia, Penn.",1893,,
TSCF1877,"The Truth Seeker Collection of Forms, Hymns and Recitations, Original and Selected, for the Use of Liberals","D. M. Bennett, Liberal and Scientific Publications","D. M. Bennett, Liberal and Scientific Publications","New York, N.Y.",1877,"Liberal Church of America",
UHOU1793,"The Union harmony, or Universal collection of sacred music","Holden, Oliver","Printed by Isaiah Thomas and Ebenezer T. Andrews [etc.]",Boston,1793,,"No Hymns"
UHOU1796,"The Union harmony, or Universal collection of sacred music ... Vol. I","Holden, Oliver","Printed by Isaiah Thomas and Ebenezer F. Andrews",Boston,1796,,"No Hymns"
UH1861,"The Union Harp","Edwin Burnham",,Philadelphia,1861,,
UHRC1860,"The Union Harp and Revival Chorister. Rev ed.","C. Dunbar; Queen City Publishing House, H.M. Rulison","Queen City Publishing House, H.M. Rulison","Cincinnati, Oh.",1860,,
UH1892,"The Union Hymnal","E. D. Burr; Silver Burdett","Silver Burdett","New York, N.Y.",1892,"Baptist hymnals (general)",
USB1842,"The Union Singing Book","A. Fitz; L. Johnson","L. Johnson","Philadelphia, Penn.",1842,,
USB1847,"The Union Singing Book: arranged for and adapted to the Sunday school union hymn book","James B. Smith & Co.; American Sunday School Union","James B. Smith & Co.","Philadelphia, Penn.",1847,,"Has Music"
UC1924,"The Unison Choir","J. S. Fearis; Lorenz & Co.","Lorenz & Co.","Dayton, Oh.",1924,,
UC21929,"The Unison Choir No.2","J. S. Fearis; Lorenz & Co.","Lorenz & Co.","Dayton, Oh.",1929,,
UC31935,"The Unison Choir No. 3","E. J. Lorenz; Lorenz & Co.","Lorenz & Co.","Dayton, Oh.",1935,,
UK1913,"The Universal King","Tullar Meredith Co.","Tullar Meredith Co.","New York, N.Y.",1913,,
UHBN1828,"The Universalist Hymn Book: a New Collection of Psalms and Hymns for the Use of Universalist Societies. 4th ed.","H. Ballou; E. Turner; Munroe & Francis","Munroe & Francis","Boston, Mass.",1828,"Universalist Church of America",
UHBN1821,"The Universalist Hymn-Book: a new collection of psalms and hymns, for the use of Universalist Societies (Stereotype ed.)","Hosea Ballou; Edward Turner; Benjamin B. Mussey","Benjamin B. Mussey",Boston,1836,"Universalist Church of America",
UHB1912,"The University Hymn Book","W. S. Milner; Alexander MacMillan; Oxford University Press","Oxford University Press","Toronto, Ont.",1912,"Canadian hymnals (general)",
VH1858,"The Vestry Harp","N. M. Perkins; William Heath","William Heath","Boston, Mass.",1858,,
VHTB1872,"The Vestry Hymn and Tune Book","Adoniram Judson Gordon; Henry A. Young & Co.","Henry A. Young & Co.","Boston, Mass.",1872,,
VHB1858,"The Vestry Hymn Book","E. Nason; J. P. Jewett & Co.","J. P. Jewett & Co.","Boston, Mass.",1858,,
VSB1841,"The Vestry Singing Book: being a selection of the most popular and approved tunes and hymns now extant, designed for social and religious meetings, family devotion, singing schools, etc.","Asa Fitz; E. B. Dearborn; Saxton & Pierce; Gould, Newman & Saxton; D. S. King","Saxton & Pierce / Gould, Newman & Saxton",Boston,1841,,"Has Music"
V1921,"The Victor","E. M. Bartlett; Henson Moore","Hartford Music Co.","Hartford, Ark.",1921,,
V1869,"The Victory","Chester G. Allen; W. B. Bradbury; Biglow & Main Co.","Biglow & Main Co.","New York, N.Y.",1869,,
V1908,"The Victory: a collection of popular Sunday school songs new and old","Chas. H. Gabriel; Jennings & Graham","Jennings & Graham",Cincinnati,1908,,"Has Music"
VH1864,"The Village Hymn book","E. Goodman","E. Goodman","Taunton, England",1864,,
VC181898,"The Vineyard Chorus of 1898","Trio Music Co.","Trio Music Co.","Waco, Tex.",1898,,
V1867,"The Violet: a book of music and hymns, with lessons of instruction designed for Sunday Schools, social meetings, and home circles","A. D. Fillmore; R. W. Carroll & Co.","R. W. Carroll & Co.","Cincinnati, Oh.",1867,,"Has Music"
VSPH1840,"The Virginia Selection of Psalms and Hymns and Spiritual Songs: from the most approved authors; adapted to the various occasions of public and social meetings (New Ed. Enl. and Imp.)","Andrew Broaddus; Smith, Drinker & Morris","Smith, Drinker & Morris","Richmond, Va.",1842,Baptist,
VC1807,"The Vocal Companion: containing a concise introduction to the practice of music, and a set of tunes of various metres, arranged progressively for the use of learners","Samuel Holyoke, A. M.; Norris & Sawyer","Norris & Sawyer","Exeter, N.H.",1807,,"Has Music"
VoHP1914,"The Voice of His Praise","Hope Pub. Co.","Hope Pub. Co.","Chicago, Ill.",1914,,
VJAC1882,"The Voice of Joy: A Collection of New Songs for the Sunday-School","J. H. Rosecrans; Fillmore Bros.","Fillmore Bros.",Cincinnati,1882,,"Has Music"
VoM1900,"The Voice of Melody","E. S. Lorenz; Lorenz & Co.","Lorenz & Co.","Dayton, Oh.",1900,,
VoM1860,"The Voice of melody: a choice collection of hymn tunes for choirs, prayer-meetings, congregations, and family use","J. M. Armstrong; Lee & Walker","Lee & Walker",Philadelphia,1860,,"Has Music"
VoM21948,"The Voice of Melody No. 2","William S. Dillon; William Dillon","William Dillon","Chicago, Ill.",1948,,
VoP1872,"The Voice of Praise","E. T. Baird; K. Reden; E. Thompson Baird","E. Thompson Baird","Richmond, Va.",1872,,
VoP1873,"The Voice of Praise: a collection of hymns for the use of the Methodist Church","James Robison","James Robison","Pittsburgh, Penn.",1873,"Methodist Protestant Church",
VoP1904,"The Voice of Praise: a compilation of the very best sacred songs for us in Sunday Schools and praise services","J. Lincoln Hall; Hall Mack Co.; C. Austin Miles; Irvin H. Mack","Hall-Mack Co.",Philadelphia,1904,,"Has Music"
VoP1889,"The Voice of Praise, a new collection","A. J. Showalter; H. A. Lewis; A. J. Showalter & Co.","A. J. Showalter & Co.","Dalton, Ga.",1889,,
VoT31921,"The Voice of Thanksgiving No. 3","Moody Bible Institute","Moody Bible Institute","Chicago, Ill.",1921,,
VoT41928,"The Voice of Thanksgiving No. 4","Bible Institute Colportage Association","Bible Institute Colportage Association","Chicago, Ill.",1928,,
VoT51946,"The Voice of Thanksgiving  No. 5","Moody Press","Moody Press","Chicago, Ill.",1946,,
VoT1894,"The Voice of Triumph (19th ed.)","J. H. Lamb; Joshua Gill; Geo. A. McLaughlin; Jno. R. Sweney; W. J. Kirkpatrick","J. H. Lamb","Cleveland, Oh.",1903,,"Has Music"
WTWG1871,"The Watchword or The World of Gold","J. A. Broad; White, Smith & Perry; White, Smith & Co.","White, Smith & Perry / White, Smith & Co.","Boston, Mass.",1871,,
WSSS1878,"The Wave of Sunday School Song","J. A. Williams; Samuel Rose at Methodist Book Room","Samuel Rose at Methodist Book Room","Toronto, Ont.",1878,"Methodist churches of Canada",
WoL1883,"The Way of Life: for the Sunday-school. a valuable collection of songs both new and standard, carefully selected and arranged for this work","W. A. Ogden; W. W. Whitney","W. W. Whitney",Toledo,1883,,"Has Music"
WoC41958,"The Way of the Cross for All","F. Abair; Gregorian Institute of America","Gregorian Institute of America","Toledo, Oh.",1958,"Roman Catholic Church",
WH1940,"The Wayside Hymnal","Forward Movement Committee, Protestant Episcopal Church","Forward Movement Committee, Protestant Episcopal Church","Cincinnati, Oh.",1940,"(Protestant) Episcopal Church",
W1869,"The Welcome: a book of hymns, songs and lessons for the children of the New Church (3rd ed.)","Frank Sewall; General Convention of the New Jerusalem, USA","New Church Board of Publication","New York",1876,"General Convention of the New Jerusalem in the United States of America","Has Music"
W1873,"The Welcome: a collection of songs, hymns, chants, anthems and choruses,for the Sabbath school and home sircle","J. M. Kieffer; S. Brainard's Sons","S. Brainard's Sons","Cleveland, Oh.",1873,,"Has Music"
